

"Resultados de elecciones regionales - Gobernador y vicegobernador"
"Elecciones regionales y municipales 2022"
""
"Ubigeo"
"CAJAMARCA"
""
"Actas procesadas","Actas contabilizadas","Electores hábiles","Participación ciudadana"
"3,921 (100.000 %)","3,921 (100.000 %)","1,131,382","844,031 (74.602 %)"
""
"Actualización"
"Fecha de actualización: 02/12/2022 -  16:59 h"
""
""
"Organización política","Total","% Votos válidos","% Votos emitidos"
"CAJAMARCA SIEMPRE VERDE","80,786","12.017 %","9.571 %"
"FRENTE REGIONAL DE CAJAMARCA","127,034","18.896 %","15.051 %"
"PARTIDO FRENTE DE LA ESPERANZA 2021","84,935","12.634 %","10.063 %"
"RENOVACION POPULAR","7,960","1.184 %","0.943 %"
"ALIANZA PARA EL PROGRESO","116,059","17.263 %","13.751 %"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","120,351","17.902 %","14.259 %"
"PARTIDO DEMOCRATICO SOMOS PERU","135,165","20.105 %","16.014 %"
"TOTAL DE VOTOS VÁLIDOS","672,290","100.000 %","79.652 %"
"VOTOS EN BLANCO","112,564","","13.336 %"
"VOTOS NULOS","59,177","","7.011 %"
"TOTAL DE VOTOS EMITIDOS","844,031","","100.000 %"
""
""
"Actas","3,921"
"Actas procesadas 100.000 %","3,921"
"Actas enviadas al JEE","0"
""
"Información referencial"
"Mesas instaladas (N)","3,921"
"Mesas no instaladas (O)","0"
"Mesas por informar (P)","0"
""
