

"Resultados de elecciones regionales - Gobernador y vicegobernador"
"Elecciones regionales y municipales 2022"
""
"Ubigeo"
"CUSCO"
""
"Actas procesadas","Actas contabilizadas","Electores hábiles","Participación ciudadana"
"3,610 (100.000 %)","3,610 (100.000 %)","1,052,147","810,685 (77.051 %)"
""
"Actualización"
"Fecha de actualización: 02/12/2022 -  16:59 h"
""
""
"Organización política","Total","% Votos válidos","% Votos emitidos"
"AUTOGOBIERNO AYLLU","48,610","7.483 %","5.996 %"
"MOVIMIENTO REGIONAL INKA PACHAKUTEQ","123,208","18.968 %","15.198 %"
"PARTIDO FRENTE DE LA ESPERANZA 2021","63,704","9.807 %","7.858 %"
"JUNTOS POR EL PERU","57,024","8.779 %","7.034 %"
"PODEMOS PERU","31,423","4.838 %","3.876 %"
"ALIANZA PARA EL PROGRESO","91,693","14.116 %","11.311 %"
"PARTIDO POLITICO NACIONAL PERU LIBRE","54,081","8.326 %","6.671 %"
"PARTIDO DEMOCRATICO SOMOS PERU","179,821","27.683 %","22.181 %"
"TOTAL DE VOTOS VÁLIDOS","649,564","100.000 %","80.125 %"
"VOTOS EN BLANCO","82,886","","10.224 %"
"VOTOS NULOS","78,235","","9.650 %"
"TOTAL DE VOTOS EMITIDOS","810,685","","100.000 %"
""
""
"Actas","3,610"
"Actas procesadas 100.000 %","3,610"
"Actas enviadas al JEE","0"
""
"Información referencial"
"Mesas instaladas (N)","3,610"
"Mesas no instaladas (O)","0"
"Mesas por informar (P)","0"
""
