

"Resultados de elecciones regionales - Gobernador y vicegobernador"
"Elecciones regionales y municipales 2022"
""
"Ubigeo"
"MOQUEGUA"
""
"Actas procesadas","Actas contabilizadas","Electores hábiles","Participación ciudadana"
"521 (100.000 %)","521 (100.000 %)","152,007","122,553 (80.623 %)"
""
"Actualización"
"Fecha de actualización: 02/12/2022 -  16:59 h"
""
""
"Organización política","Total","% Votos válidos","% Votos emitidos"
"KAUSACHUN","27,742","28.082 %","22.637 %"
"MOVIMIENTO REGIONAL SOMOS MAS","4,592","4.648 %","3.747 %"
"NUESTRO ILO - MOQUEGUA - SANCHEZ CERRO","7,637","7.731 %","6.232 %"
"PODEMOS PERU","18,293","18.517 %","14.927 %"
"ALIANZA PARA EL PROGRESO","7,994","8.092 %","6.523 %"
"PARTIDO POLITICO NACIONAL PERU LIBRE","8,203","8.303 %","6.693 %"
"PARTIDO DEMOCRATICO SOMOS PERU","24,329","24.627 %","19.852 %"
"TOTAL DE VOTOS VÁLIDOS","98,790","100.000 %","80.610 %"
"VOTOS EN BLANCO","14,328","","11.691 %"
"VOTOS NULOS","9,435","","7.699 %"
"TOTAL DE VOTOS EMITIDOS","122,553","","100.000 %"
""
""
"Actas","521"
"Actas procesadas 100.000 %","521"
"Actas enviadas al JEE","0"
""
"Información referencial"
"Mesas instaladas (N)","521"
"Mesas no instaladas (O)","0"
"Mesas por informar (P)","0"
""
