

"Resultados de elecciones regionales - Gobernador y vicegobernador"
"Elecciones regionales y municipales 2022"
""
"Ubigeo"
"UCAYALI"
""
"Actas procesadas","Actas contabilizadas","Electores hábiles","Participación ciudadana"
"1,380 (100.000 %)","1,380 (100.000 %)","407,395","285,853 (70.166 %)"
""
"Actualización"
"Fecha de actualización: 02/12/2022 -  16:59 h"
""
""
"Organización política","Total","% Votos válidos","% Votos emitidos"
"MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO","71,120","37.746 %","24.880 %"
"PARTIDO FRENTE DE LA ESPERANZA 2021","11,639","6.177 %","4.072 %"
"ACCION POPULAR","45,052","23.911 %","15.761 %"
"ALIANZA PARA EL PROGRESO","6,267","3.326 %","2.192 %"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","15,487","8.220 %","5.418 %"
"PARTIDO POLITICO NACIONAL PERU LIBRE","30,122","15.987 %","10.538 %"
"PARTIDO DEMOCRATICO SOMOS PERU","8,729","4.633 %","3.054 %"
"TOTAL DE VOTOS VÁLIDOS","188,416","100.000 %","65.914 %"
"VOTOS EN BLANCO","67,179","","23.501 %"
"VOTOS NULOS","30,258","","10.585 %"
"TOTAL DE VOTOS EMITIDOS","285,853","","100.000 %"
""
""
"Actas","1,380"
"Actas procesadas 100.000 %","1,380"
"Actas enviadas al JEE","0"
""
"Información referencial"
"Mesas instaladas (N)","1,380"
"Mesas no instaladas (O)","0"
"Mesas por informar (P)","0"
""
