

"Resultados de elecciones regionales - Gobernador y vicegobernador"
"Elecciones regionales y municipales 2022"
""
"Ubigeo"
"HUANUCO"
""
"Actas procesadas","Actas contabilizadas","Electores hábiles","Participación ciudadana"
"2,134 (100.000 %)","2,134 (100.000 %)","611,488","449,758 (73.551 %)"
""
"Actualización"
"Fecha de actualización: 02/12/2022 -  16:59 h"
""
""
"Organización política","Total","% Votos válidos","% Votos emitidos"
"MOVIMIENTO POLITICO CAMBIEMOS X HCO","58,489","16.125 %","13.005 %"
"MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO","117,426","32.373 %","26.109 %"
"MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO","85,700","23.627 %","19.055 %"
"PARTIDO FRENTE DE LA ESPERANZA 2021","4,354","1.200 %","0.968 %"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","96,755","26.675 %","21.513 %"
"TOTAL DE VOTOS VÁLIDOS","362,724","100.000 %","80.649 %"
"VOTOS EN BLANCO","58,140","","12.927 %"
"VOTOS NULOS","28,894","","6.424 %"
"TOTAL DE VOTOS EMITIDOS","449,758","","100.000 %"
""
""
"Actas","2,134"
"Actas procesadas 100.000 %","2,134"
"Actas enviadas al JEE","0"
""
"Información referencial"
"Mesas instaladas (N)","2,134"
"Mesas no instaladas (O)","0"
"Mesas por informar (P)","0"
""
